date,year,month,day,precipitation_mm,temp_c,humidity_pct
2021-04-29,2021,04,29,4.4,27.57,83.04
2021-04-30,2021,04,30,3.16,27.3,86.07
2021-05-01,2021,05,01,1.59,27.4,87.71
2021-05-02,2021,05,02,1.15,28.07,84.51
2021-05-03,2021,05,03,1.03,27.85,86.1
2021-05-04,2021,05,04,0.86,27.94,83.13
2021-05-05,2021,05,05,1.89,27.9,83.56
2021-05-06,2021,05,06,20.21,27.09,86.01
2021-05-07,2021,05,07,3.18,26.99,82.35
2021-05-08,2021,05,08,0.97,27.69,77.59
2021-05-09,2021,05,09,6.46,27.8,82.78
2021-05-10,2021,05,10,0.54,27.94,80.41
2021-05-11,2021,05,11,0.2,27.97,84.79
2021-05-12,2021,05,12,0.96,28.41,85.14
2021-05-13,2021,05,13,2.04,28.2,86.46
2021-05-14,2021,05,14,1.47,27.97,86.59
2021-05-15,2021,05,15,0.58,28.01,86.02
2021-05-16,2021,05,16,4.64,28.31,84.35
2021-05-17,2021,05,17,13.28,27.82,86.99
2021-05-18,2021,05,18,14.93,27.82,82.92
2021-05-19,2021,05,19,2.88,27.64,82.97
2021-05-20,2021,05,20,2.62,27.68,85.79
2021-05-21,2021,05,21,6.12,27.71,85.67
2021-05-22,2021,05,22,10.83,27.91,83.6
2021-05-23,2021,05,23,3.71,27.69,83.86
2021-05-24,2021,05,24,9.82,27.86,83.17
2021-05-25,2021,05,25,10.92,27.74,86.36
2021-05-26,2021,05,26,0.67,28.26,84.37
2021-05-27,2021,05,27,0.98,28.38,85.72
2021-05-28,2021,05,28,1.99,28.19,84.87
2021-05-29,2021,05,29,6.55,27.3,85.77
2021-05-30,2021,05,30,1.46,27.87,81.09
2021-05-31,2021,05,31,5.88,27.91,82.01
2021-06-01,2021,06,01,3.76,27.72,82.05
2021-06-02,2021,06,02,3.36,28.4,80.03
2021-06-03,2021,06,03,4.41,28.23,86.92
2021-06-04,2021,06,04,5.31,28.44,87.43
2021-06-05,2021,06,05,2.2,28.14,87.44
2021-06-06,2021,06,06,2.89,27.94,83.93
2021-06-07,2021,06,07,4.33,27.82,85.32
2021-06-08,2021,06,08,0.77,27.8,81.7
2021-06-09,2021,06,09,1.85,27.82,82.06
2021-06-10,2021,06,10,2.01,28.07,81.46
2021-06-11,2021,06,11,5.41,27.28,82.73
2021-06-12,2021,06,12,3.04,27.91,77.28
2021-06-13,2021,06,13,3.61,28.04,86.42
2021-06-14,2021,06,14,1.77,27.51,87.89
2021-06-15,2021,06,15,3.72,27.55,82.88
2021-06-16,2021,06,16,3.63,27.3,82.92
2021-06-17,2021,06,17,2.81,27.14,83.01
2021-06-18,2021,06,18,2.57,27.39,82.8
2021-06-19,2021,06,19,4.96,27.25,80.28
2021-06-20,2021,06,20,37.33,26.67,84.03
2021-06-21,2021,06,21,28.4,26.38,87.56
2021-06-22,2021,06,22,3.37,26.8,84.69
2021-06-23,2021,06,23,5.47,27.41,81.63
2021-06-24,2021,06,24,2.91,26.71,86.78
2021-06-25,2021,06,25,0.7,27.09,84.06
2021-06-26,2021,06,26,0.8,27.33,86.67
2021-06-27,2021,06,27,1.35,27.36,84.97
2021-06-28,2021,06,28,0.64,27.4,81.32
2021-06-29,2021,06,29,1.35,27.16,81.39
2021-06-30,2021,06,30,2.19,27.03,83.24
2021-07-01,2021,07,01,4.71,26.28,81.95
2021-07-02,2021,07,02,0.33,27.14,83.42
2021-07-03,2021,07,03,0.26,27.03,85.19
2021-07-04,2021,07,04,0.01,27.29,77.62
2021-07-05,2021,07,05,0.75,27.42,79.27
2021-07-06,2021,07,06,0.34,27.14,76.33
2021-07-07,2021,07,07,0.09,27.19,76.9
2021-07-08,2021,07,08,0.23,26.72,80.61
2021-07-09,2021,07,09,2.21,27.34,83.97
2021-07-10,2021,07,10,2.49,27.44,86.76
2021-07-11,2021,07,11,1.67,27.63,87.73
2021-07-12,2021,07,12,0.11,27.47,82.25
2021-07-13,2021,07,13,1.92,26.57,84.94
2021-07-14,2021,07,14,3.42,26.38,83.52
2021-07-15,2021,07,15,0.02,27.26,76.91
2021-07-16,2021,07,16,0.05,26.99,79.84
2021-07-17,2021,07,17,0.06,27.09,78.88
2021-07-18,2021,07,18,0.7,27.26,78.39
2021-07-19,2021,07,19,2.22,27.35,82.02
2021-07-20,2021,07,20,1.92,27.49,82.95
2021-07-21,2021,07,21,2.23,27.27,82.05
2021-07-22,2021,07,22,9.86,27.04,85.15
2021-07-23,2021,07,23,5.63,27.31,82.4
2021-07-24,2021,07,24,3.96,27.44,81.29
2021-07-25,2021,07,25,0.09,27.22,80.36
2021-07-26,2021,07,26,0.16,26.38,80.83
2021-07-27,2021,07,27,0.05,26.3,76.47
2021-07-28,2021,07,28,0.1,26.87,78.38
2021-07-29,2021,07,29,0.03,26.96,76.64
2021-07-30,2021,07,30,0.37,27.19,76.38
2021-07-31,2021,07,31,6.93,27.41,81.65
2021-08-01,2021,08,01,8.62,27.55,82.58
2021-08-02,2021,08,02,5.82,27.51,80.71
2021-08-03,2021,08,03,0.83,27.7,80.57
2021-08-04,2021,08,04,3.32,27.61,83.16
2021-08-05,2021,08,05,3.83,27.33,85.56
2021-08-06,2021,08,06,1.04,27.34,84.54
2021-08-07,2021,08,07,0.98,27.44,85.35
2021-08-08,2021,08,08,0.66,27.56,84.38
2021-08-09,2021,08,09,5.58,27.52,85.52
2021-08-10,2021,08,10,9.2,27.38,85.38
2021-08-11,2021,08,11,0.16,27.27,80.09
2021-08-12,2021,08,12,0.03,27.0,76.42
2021-08-13,2021,08,13,1.71,27.25,81.15
2021-08-14,2021,08,14,0.98,27.26,83.95
2021-08-15,2021,08,15,0.44,27.7,82.94
2021-08-16,2021,08,16,0.39,27.59,82.87
2021-08-17,2021,08,17,0.5,27.36,81.74
2021-08-18,2021,08,18,2.4,27.21,82.23
2021-08-19,2021,08,19,4.9,26.53,84.71
2021-08-20,2021,08,20,5.2,26.72,81.47
2021-08-21,2021,08,21,3.7,26.32,82.83
2021-08-22,2021,08,22,0.45,27.08,81.42
2021-08-23,2021,08,23,1.39,27.01,83.75
2021-08-24,2021,08,24,1.21,27.66,78.11
2021-08-25,2021,08,25,1.63,27.67,73.56
2021-08-26,2021,08,26,0.05,27.11,76.75
2021-08-27,2021,08,27,0.02,27.33,74.23
2021-08-28,2021,08,28,0.26,27.26,76.22
2021-08-29,2021,08,29,0.73,27.36,79.33
2021-08-30,2021,08,30,0.7,27.29,80.64
2021-08-31,2021,08,31,1.32,27.46,82.22
2021-09-01,2021,09,01,0.33,27.44,80.28
2021-09-02,2021,09,02,0.18,27.53,77.46
2021-09-03,2021,09,03,0.23,27.52,75.14
2021-09-04,2021,09,04,0.08,27.7,73.71
2021-09-05,2021,09,05,0.43,27.77,77.23
2021-09-06,2021,09,06,7.59,26.98,84.4
2021-09-07,2021,09,07,5.17,27.22,82.86
2021-09-08,2021,09,08,5.92,27.79,77.46
2021-09-09,2021,09,09,1.64,27.48,72.35
2021-09-10,2021,09,10,0.02,27.61,70.72
2021-09-11,2021,09,11,1.36,27.59,78.2
2021-09-12,2021,09,12,8.64,27.32,84.91
2021-09-13,2021,09,13,16.13,26.69,87.22
2021-09-14,2021,09,14,15.79,26.46,81.5
2021-09-15,2021,09,15,3.82,27.18,80.11
2021-09-16,2021,09,16,2.09,27.42,83.04
2021-09-17,2021,09,17,3.12,27.46,84.75
2021-09-18,2021,09,18,1.13,28.18,79.99
2021-09-19,2021,09,19,4.17,27.67,79.57
2021-09-20,2021,09,20,2.75,27.74,78.71
2021-09-21,2021,09,21,5.03,27.76,78.1
2021-09-22,2021,09,22,4.24,27.68,81.68
2021-09-23,2021,09,23,3.05,27.8,82.06
2021-09-24,2021,09,24,2.72,27.93,83.34
2021-09-25,2021,09,25,2.54,27.65,84.49
2021-09-26,2021,09,26,4.44,27.58,85.18
2021-09-27,2021,09,27,5.06,27.41,86.2
2021-09-28,2021,09,28,3.7,27.5,84.24
2021-09-29,2021,09,29,0.36,27.97,78.95
2021-09-30,2021,09,30,2.95,28.24,77.86
2021-10-01,2021,10,01,5.58,27.37,82.36
2021-10-02,2021,10,02,2.15,27.62,80.51
2021-10-03,2021,10,03,1.37,27.84,78.44
2021-10-04,2021,10,04,2.08,28.28,75.44
2021-10-05,2021,10,05,3.06,27.7,79.57
2021-10-06,2021,10,06,3.01,27.33,80.87
2021-10-07,2021,10,07,1.45,27.48,79.53
2021-10-08,2021,10,08,0.73,27.68,78.4
2021-10-09,2021,10,09,0.23,28.54,75.55
2021-10-10,2021,10,10,0.29,28.91,74.85
2021-10-11,2021,10,11,1.0,28.97,73.19
2021-10-12,2021,10,12,1.59,28.31,75.34
2021-10-13,2021,10,13,0.78,28.68,72.71
2021-10-14,2021,10,14,0.41,28.62,74.01
2021-10-15,2021,10,15,2.11,28.51,76.76
2021-10-16,2021,10,16,2.77,28.82,75.9
2021-10-17,2021,10,17,11.03,28.22,83.08
2021-10-18,2021,10,18,14.28,27.4,86.37
2021-10-19,2021,10,19,7.42,28.03,78.13
2021-10-20,2021,10,20,10.28,27.43,81.56
2021-10-21,2021,10,21,10.25,27.61,83.86
2021-10-22,2021,10,22,10.9,27.67,84.45
2021-10-23,2021,10,23,2.77,28.18,79.7
2021-10-24,2021,10,24,2.9,28.44,78.49
2021-10-25,2021,10,25,4.78,28.84,75.57
2021-10-26,2021,10,26,2.22,28.79,77.5
2021-10-27,2021,10,27,22.85,27.86,84.99
2021-10-28,2021,10,28,15.06,27.53,81.57
2021-10-29,2021,10,29,6.32,28.22,77.29
2021-10-30,2021,10,30,14.47,27.87,83.16
2021-10-31,2021,10,31,6.84,28.31,79.78
2021-11-01,2021,11,01,8.84,27.84,82.94
2021-11-02,2021,11,02,4.04,28.14,78.89
2021-11-03,2021,11,03,8.14,27.89,83.17
2021-11-04,2021,11,04,5.0,28.19,83.17
2021-11-05,2021,11,05,2.84,27.6,83.62
2021-11-06,2021,11,06,1.12,28.37,76.72
2021-11-07,2021,11,07,6.48,27.69,84.67
2021-11-08,2021,11,08,3.78,27.67,79.71
2021-11-09,2021,11,09,26.03,28.16,79.19
2021-11-10,2021,11,10,10.75,27.68,83.66
2021-11-11,2021,11,11,5.61,27.37,80.36
2021-11-12,2021,11,12,2.96,28.22,78.26
2021-11-13,2021,11,13,11.2,27.31,82.35
2021-11-14,2021,11,14,12.18,27.0,85.82
2021-11-15,2021,11,15,6.23,26.71,86.73
2021-11-16,2021,11,16,3.48,27.4,84.06
2021-11-17,2021,11,17,1.38,27.62,85.0
2021-11-18,2021,11,18,4.0,27.43,83.23
2021-11-19,2021,11,19,7.57,27.13,89.32
2021-11-20,2021,11,20,6.34,26.9,82.44
2021-11-21,2021,11,21,2.3,27.32,83.76
2021-11-22,2021,11,22,4.07,27.69,84.67
2021-11-23,2021,11,23,4.04,27.59,86.01
2021-11-24,2021,11,24,3.18,26.95,89.0
2021-11-25,2021,11,25,2.73,27.59,83.05
2021-11-26,2021,11,26,32.27,27.49,84.43
2021-11-27,2021,11,27,22.72,27.32,83.35
2021-11-28,2021,11,28,18.16,27.33,82.48
2021-11-29,2021,11,29,27.67,27.68,82.26
2021-11-30,2021,11,30,31.16,26.81,82.79
2021-12-01,2021,12,01,15.21,27.41,80.18
2021-12-02,2021,12,02,1.84,28.02,81.2
2021-12-03,2021,12,03,3.15,27.8,82.11
2021-12-04,2021,12,04,14.17,26.88,86.91
2021-12-05,2021,12,05,11.12,26.43,86.86
2021-12-06,2021,12,06,29.63,26.56,86.43
2021-12-07,2021,12,07,15.07,26.72,86.92
2021-12-08,2021,12,08,7.86,26.93,83.6
2021-12-09,2021,12,09,24.05,26.78,87.86
2021-12-10,2021,12,10,7.51,27.19,85.98
2021-12-11,2021,12,11,13.44,26.61,89.55
2021-12-12,2021,12,12,10.55,27.16,87.27
2021-12-13,2021,12,13,2.33,27.76,83.4
2021-12-14,2021,12,14,3.1,28.01,82.19
2021-12-15,2021,12,15,6.76,27.94,82.23
2021-12-16,2021,12,16,15.68,27.4,84.95
2021-12-17,2021,12,17,10.85,27.59,85.14
2021-12-18,2021,12,18,4.56,27.8,82.64
2021-12-19,2021,12,19,18.94,27.85,83.7
2021-12-20,2021,12,20,11.04,27.43,79.68
2021-12-21,2021,12,21,13.05,27.14,81.01
2021-12-22,2021,12,22,2.76,27.65,78.06
2021-12-23,2021,12,23,9.11,27.07,83.28
2021-12-24,2021,12,24,19.07,27.39,81.08
2021-12-25,2021,12,25,9.26,26.88,85.92
2021-12-26,2021,12,26,5.95,26.97,82.23
2021-12-27,2021,12,27,4.91,27.62,80.24
2021-12-28,2021,12,28,7.2,27.19,85.09
2021-12-29,2021,12,29,3.94,27.34,82.77
2021-12-30,2021,12,30,6.08,27.4,84.33
2021-12-31,2021,12,31,3.94,27.33,81.57
2022-01-01,2022,01,01,2.89,27.42,80.54
2022-01-02,2022,01,02,1.55,27.23,83.08
2022-01-03,2022,01,03,0.25,27.86,76.94
2022-01-04,2022,01,04,0.65,27.34,80.15
2022-01-05,2022,01,05,2.64,27.99,78.52
2022-01-06,2022,01,06,8.06,27.25,82.63
2022-01-07,2022,01,07,9.0,27.06,84.77
2022-01-08,2022,01,08,8.32,27.52,82.6
2022-01-09,2022,01,09,6.47,27.39,84.56
2022-01-10,2022,01,10,11.65,27.36,85.32
2022-01-11,2022,01,11,31.67,26.44,88.98
2022-01-12,2022,01,12,17.47,26.26,86.63
2022-01-13,2022,01,13,8.18,26.46,86.14
2022-01-14,2022,01,14,7.85,26.66,85.76
2022-01-15,2022,01,15,13.9,26.63,88.37
2022-01-16,2022,01,16,7.94,26.82,88.51
2022-01-17,2022,01,17,6.66,27.11,86.95
2022-01-18,2022,01,18,21.3,26.45,90.34
2022-01-19,2022,01,19,21.45,26.63,87.45
2022-01-20,2022,01,20,16.39,26.04,88.71
2022-01-21,2022,01,21,5.78,26.67,85.24
2022-01-22,2022,01,22,2.4,26.57,84.71
2022-01-23,2022,01,23,0.84,27.39,83.22
2022-01-24,2022,01,24,2.0,27.36,86.42
2022-01-25,2022,01,25,12.48,27.08,87.45
2022-01-26,2022,01,26,3.21,26.59,89.51
2022-01-27,2022,01,27,2.29,26.85,87.09
2022-01-28,2022,01,28,2.49,27.13,83.43
2022-01-29,2022,01,29,0.66,27.04,83.14
2022-01-30,2022,01,30,1.62,27.42,83.15
2022-01-31,2022,01,31,11.18,26.75,87.06
2022-02-01,2022,02,01,7.86,26.97,85.17
2022-02-02,2022,02,02,5.54,26.85,84.38
2022-02-03,2022,02,03,10.71,27.12,82.87
2022-02-04,2022,02,04,18.26,27.2,83.87
2022-02-05,2022,02,05,28.95,26.31,88.12
2022-02-06,2022,02,06,9.8,26.54,88.03
2022-02-07,2022,02,07,10.3,26.93,86.0
2022-02-08,2022,02,08,10.7,27.08,85.09
2022-02-09,2022,02,09,25.5,26.31,89.61
2022-02-10,2022,02,10,3.19,26.46,87.86
2022-02-11,2022,02,11,2.68,26.65,86.04
2022-02-12,2022,02,12,2.4,26.99,85.44
2022-02-13,2022,02,13,2.1,26.55,85.77
2022-02-14,2022,02,14,3.04,27.14,80.37
2022-02-15,2022,02,15,3.0,27.76,77.85
2022-02-16,2022,02,16,8.62,27.44,83.52
2022-02-17,2022,02,17,10.84,26.68,84.64
2022-02-18,2022,02,18,4.24,26.61,84.17
2022-02-19,2022,02,19,4.0,27.02,82.92
2022-02-20,2022,02,20,3.85,27.27,81.42
2022-02-21,2022,02,21,5.6,27.16,82.64
2022-02-22,2022,02,22,8.11,27.44,79.53
2022-02-23,2022,02,23,6.96,27.09,82.28
2022-02-24,2022,02,24,2.53,27.21,81.21
2022-02-25,2022,02,25,6.15,26.93,83.27
2022-02-26,2022,02,26,4.78,26.71,83.4
2022-02-27,2022,02,27,5.42,26.97,82.32
2022-02-28,2022,02,28,7.85,27.34,82.87
2022-03-01,2022,03,01,7.81,27.11,85.11
2022-03-02,2022,03,02,7.48,27.05,85.2
2022-03-03,2022,03,03,3.22,27.12,84.97
2022-03-04,2022,03,04,10.04,26.37,87.99
2022-03-05,2022,03,05,12.24,26.74,86.03
2022-03-06,2022,03,06,2.28,27.02,85.57
2022-03-07,2022,03,07,26.81,26.91,88.15
2022-03-08,2022,03,08,15.36,26.88,85.69
2022-03-09,2022,03,09,11.16,27.35,84.94
2022-03-10,2022,03,10,6.39,27.45,83.58
2022-03-11,2022,03,11,13.96,27.36,85.71
2022-03-12,2022,03,12,9.71,26.82,88.6
2022-03-13,2022,03,13,4.86,27.08,86.98
2022-03-14,2022,03,14,5.8,27.67,84.8
2022-03-15,2022,03,15,52.44,26.9,87.11
2022-03-16,2022,03,16,2.39,27.4,83.88
2022-03-17,2022,03,17,0.36,27.85,82.31
2022-03-18,2022,03,18,2.24,28.12,83.39
2022-03-19,2022,03,19,4.68,27.72,85.66
2022-03-20,2022,03,20,1.24,27.69,85.99
2022-03-21,2022,03,21,3.18,27.28,85.71
2022-03-22,2022,03,22,5.54,27.18,84.83
2022-03-23,2022,03,23,4.48,27.24,84.27
2022-03-24,2022,03,24,2.83,27.12,82.88
2022-03-25,2022,03,25,4.6,27.68,82.63
2022-03-26,2022,03,26,4.62,27.57,81.54
2022-03-27,2022,03,27,7.51,27.51,84.08
2022-03-28,2022,03,28,7.85,27.7,84.86
2022-03-29,2022,03,29,4.55,27.38,85.77
2022-03-30,2022,03,30,7.02,27.67,82.1
2022-03-31,2022,03,31,8.96,27.58,82.23
2022-04-01,2022,04,01,1.67,27.53,76.35
2022-04-02,2022,04,02,6.44,27.76,80.76
2022-04-03,2022,04,03,10.63,27.26,84.07
2022-04-04,2022,04,04,7.45,27.64,80.27
2022-04-05,2022,04,05,11.71,27.64,79.35
2022-04-06,2022,04,06,11.63,27.67,81.7
2022-04-07,2022,04,07,3.59,27.56,82.12
2022-04-08,2022,04,08,20.07,27.31,84.0
2022-04-09,2022,04,09,5.48,27.56,81.23
2022-04-10,2022,04,10,3.65,27.78,81.8
2022-04-11,2022,04,11,5.97,27.28,83.21
2022-04-12,2022,04,12,19.64,27.52,81.16
2022-04-13,2022,04,13,10.19,28.03,78.23
2022-04-14,2022,04,14,0.94,27.99,78.82
2022-04-15,2022,04,15,4.16,28.23,79.1
2022-04-16,2022,04,16,2.85,28.23,77.29
2022-04-17,2022,04,17,2.16,28.36,81.85
2022-04-18,2022,04,18,6.63,28.31,84.29
2022-04-19,2022,04,19,10.56,28.3,81.38
2022-04-20,2022,04,20,13.63,27.45,87.91
2022-04-21,2022,04,21,50.22,26.72,88.45
2022-04-22,2022,04,22,5.15,27.45,83.31
2022-04-23,2022,04,23,3.55,27.75,81.79
2022-04-24,2022,04,24,3.58,28.17,80.66
2022-04-25,2022,04,25,6.97,28.55,78.91
2022-04-26,2022,04,26,24.71,27.58,85.58
2022-04-27,2022,04,27,6.55,27.6,83.37
2022-04-28,2022,04,28,16.35,27.27,87.18
2022-04-29,2022,04,29,4.0,27.95,84.14
2022-04-30,2022,04,30,5.24,27.56,86.55
2022-05-01,2022,05,01,4.59,27.67,86.06
2022-05-02,2022,05,02,9.25,27.9,82.39
2022-05-03,2022,05,03,3.78,27.79,86.1
2022-05-04,2022,05,04,3.31,27.67,83.6
2022-05-05,2022,05,05,1.92,28.03,83.1
2022-05-06,2022,05,06,1.56,27.5,80.4
2022-05-07,2022,05,07,1.68,28.07,82.82
2022-05-08,2022,05,08,1.22,28.77,79.0
2022-05-09,2022,05,09,5.08,28.03,85.19
2022-05-10,2022,05,10,6.09,28.04,83.71
2022-05-11,2022,05,11,4.5,28.41,83.77
2022-05-12,2022,05,12,1.7,28.07,86.7
2022-05-13,2022,05,13,3.15,27.79,85.49
2022-05-14,2022,05,14,0.49,28.28,79.32
2022-05-15,2022,05,15,1.86,28.37,81.94
2022-05-16,2022,05,16,6.85,28.24,82.62
2022-05-17,2022,05,17,12.38,27.88,84.82
2022-05-18,2022,05,18,8.34,27.87,84.69
2022-05-19,2022,05,19,3.9,27.95,80.8
2022-05-20,2022,05,20,10.34,27.14,85.37
2022-05-21,2022,05,21,5.52,27.16,83.77
2022-05-22,2022,05,22,2.07,27.44,82.63
2022-05-23,2022,05,23,3.03,27.46,86.82
2022-05-24,2022,05,24,3.65,27.84,88.48
2022-05-25,2022,05,25,4.99,27.69,85.4
2022-05-26,2022,05,26,4.49,26.66,84.73
2022-05-27,2022,05,27,2.93,27.83,77.24
2022-05-28,2022,05,28,9.91,27.17,80.95
2022-05-29,2022,05,29,3.67,27.38,83.31
2022-05-30,2022,05,30,6.61,27.26,79.87
2022-05-31,2022,05,31,7.34,26.96,82.44
2022-06-01,2022,06,01,0.75,27.33,82.77
2022-06-02,2022,06,02,5.32,27.63,81.54
2022-06-03,2022,06,03,8.06,27.69,75.9
2022-06-04,2022,06,04,1.25,27.37,80.7
2022-06-05,2022,06,05,4.02,27.61,80.13
2022-06-06,2022,06,06,21.9,26.89,83.33
2022-06-07,2022,06,07,3.66,27.19,83.5
2022-06-08,2022,06,08,8.65,27.24,86.19
2022-06-09,2022,06,09,7.33,26.9,84.86
2022-06-10,2022,06,10,2.44,27.53,80.05
2022-06-11,2022,06,11,5.06,27.37,85.46
2022-06-12,2022,06,12,4.01,27.38,82.98
2022-06-13,2022,06,13,2.74,27.29,80.49
2022-06-14,2022,06,14,1.22,27.18,82.19
2022-06-15,2022,06,15,2.33,27.06,84.01
2022-06-16,2022,06,16,3.0,26.53,87.68
2022-06-17,2022,06,17,4.54,26.42,84.31
2022-06-18,2022,06,18,1.27,27.27,76.99
2022-06-19,2022,06,19,0.22,27.42,80.88
2022-06-20,2022,06,20,3.03,27.04,83.61
2022-06-21,2022,06,21,2.95,27.07,82.84
2022-06-22,2022,06,22,2.46,27.08,86.25
2022-06-23,2022,06,23,1.14,27.33,84.52
2022-06-24,2022,06,24,1.93,26.55,85.13
2022-06-25,2022,06,25,3.72,27.0,80.02
2022-06-26,2022,06,26,4.14,27.46,79.1
2022-06-27,2022,06,27,15.08,27.23,79.59
2022-06-28,2022,06,28,11.03,27.32,81.02
2022-06-29,2022,06,29,2.64,27.43,78.02
2022-06-30,2022,06,30,0.42,26.91,77.84
2022-07-01,2022,07,01,0.45,27.3,79.93
2022-07-02,2022,07,02,2.07,27.46,81.91
2022-07-03,2022,07,03,3.91,27.71,82.88
2022-07-04,2022,07,04,2.65,27.26,89.27
2022-07-05,2022,07,05,2.65,27.36,84.97
2022-07-06,2022,07,06,22.02,27.37,83.39
2022-07-07,2022,07,07,0.85,27.74,81.39
2022-07-08,2022,07,08,0.81,27.95,76.64
2022-07-09,2022,07,09,0.64,27.17,76.82
2022-07-10,2022,07,10,0.14,27.2,75.81
2022-07-11,2022,07,11,0.1,27.22,79.5
2022-07-12,2022,07,12,4.62,27.16,86.92
2022-07-13,2022,07,13,8.13,26.76,87.11
2022-07-14,2022,07,14,3.3,26.82,86.85
2022-07-15,2022,07,15,18.33,27.09,87.82
2022-07-16,2022,07,16,33.74,26.38,84.47
2022-07-17,2022,07,17,3.14,26.62,85.3
2022-07-18,2022,07,18,2.45,27.15,82.74
2022-07-19,2022,07,19,1.22,27.44,83.28
2022-07-20,2022,07,20,1.44,27.58,84.79
2022-07-21,2022,07,21,0.34,27.49,81.19
2022-07-22,2022,07,22,1.49,27.1,83.94
2022-07-23,2022,07,23,2.73,27.26,83.96
2022-07-24,2022,07,24,3.8,27.36,82.79
2022-07-25,2022,07,25,0.64,26.99,81.39
2022-07-26,2022,07,26,0.23,26.62,79.76
2022-07-27,2022,07,27,0.01,26.69,79.4
2022-07-28,2022,07,28,0.74,26.74,85.27
2022-07-29,2022,07,29,4.08,27.05,85.82
2022-07-30,2022,07,30,1.42,27.3,82.55
2022-07-31,2022,07,31,0.44,27.06,83.89
2022-08-01,2022,08,01,0.46,26.93,85.86
2022-08-02,2022,08,02,0.64,27.02,83.04
2022-08-03,2022,08,03,4.64,26.89,85.61
2022-08-04,2022,08,04,7.36,26.88,86.19
2022-08-05,2022,08,05,1.1,26.8,83.23
2022-08-06,2022,08,06,1.54,27.04,76.83
2022-08-07,2022,08,07,1.29,27.25,78.28
2022-08-08,2022,08,08,0.48,27.68,77.97
2022-08-09,2022,08,09,0.36,27.84,76.79
2022-08-10,2022,08,10,0.7,27.66,81.44
2022-08-11,2022,08,11,1.05,27.62,83.54
2022-08-12,2022,08,12,5.43,27.58,83.83
2022-08-13,2022,08,13,3.85,27.36,84.12
2022-08-14,2022,08,14,6.32,27.26,85.21
2022-08-15,2022,08,15,4.99,27.27,81.55
2022-08-16,2022,08,16,5.54,27.26,79.33
2022-08-17,2022,08,17,19.39,27.21,81.81
2022-08-18,2022,08,18,0.25,27.42,79.38
2022-08-19,2022,08,19,0.84,27.55,82.34
2022-08-20,2022,08,20,2.88,27.49,82.78
2022-08-21,2022,08,21,6.94,27.31,82.77
2022-08-22,2022,08,22,4.06,27.11,82.95
2022-08-23,2022,08,23,0.89,27.53,82.27
2022-08-24,2022,08,24,0.5,27.6,81.02
2022-08-25,2022,08,25,0.18,27.16,79.0
2022-08-26,2022,08,26,0.59,27.05,80.33
2022-08-27,2022,08,27,3.55,27.07,83.8
2022-08-28,2022,08,28,2.88,26.89,83.28
