date,year,month,day,precipitation_mm,temp_c,humidity_pct
2022-08-29,2022,08,29,1.73,27.31,80.16
2022-08-30,2022,08,30,0.53,27.51,78.14
2022-08-31,2022,08,31,0.53,27.57,80.58
2022-09-01,2022,09,01,2.6,27.32,85.51
2022-09-02,2022,09,02,1.31,27.62,82.3
2022-09-03,2022,09,03,1.55,27.66,81.7
2022-09-04,2022,09,04,3.64,27.87,80.6
2022-09-05,2022,09,05,14.31,27.07,84.03
2022-09-06,2022,09,06,6.77,27.34,84.36
2022-09-07,2022,09,07,7.18,27.34,81.81
2022-09-08,2022,09,08,14.64,26.12,87.53
2022-09-09,2022,09,09,8.09,26.48,81.97
2022-09-10,2022,09,10,15.14,26.42,80.89
2022-09-11,2022,09,11,4.29,27.23,79.03
2022-09-12,2022,09,12,1.74,27.4,79.88
2022-09-13,2022,09,13,2.35,27.86,76.9
2022-09-14,2022,09,14,5.64,26.85,81.57
2022-09-15,2022,09,15,1.2,27.49,78.05
2022-09-16,2022,09,16,2.48,27.86,77.26
2022-09-17,2022,09,17,2.42,27.64,81.83
2022-09-18,2022,09,18,4.04,27.77,80.89
2022-09-19,2022,09,19,4.18,27.52,80.0
2022-09-20,2022,09,20,1.66,27.41,79.87
2022-09-21,2022,09,21,4.18,27.34,82.36
2022-09-22,2022,09,22,12.86,27.26,83.13
2022-09-23,2022,09,23,8.68,27.03,82.18
2022-09-24,2022,09,24,1.25,27.5,79.05
2022-09-25,2022,09,25,0.94,28.31,76.96
2022-09-26,2022,09,26,2.6,28.39,75.92
2022-09-27,2022,09,27,0.54,28.08,75.51
2022-09-28,2022,09,28,0.71,28.11,75.82
2022-09-29,2022,09,29,0.56,27.74,79.41
2022-09-30,2022,09,30,3.3,27.36,84.23
2022-10-01,2022,10,01,3.9,27.65,84.42
2022-10-02,2022,10,02,4.19,27.33,83.78
2022-10-03,2022,10,03,9.4,27.4,83.01
2022-10-04,2022,10,04,10.43,27.12,85.39
2022-10-05,2022,10,05,9.69,27.01,82.66
2022-10-06,2022,10,06,12.16,27.0,83.91
2022-10-07,2022,10,07,13.0,26.62,83.15
2022-10-08,2022,10,08,15.22,26.42,87.93
2022-10-09,2022,10,09,5.99,27.53,81.7
2022-10-10,2022,10,10,4.49,26.89,85.26
2022-10-11,2022,10,11,6.59,26.6,85.88
2022-10-12,2022,10,12,3.96,26.88,82.58
2022-10-13,2022,10,13,7.04,26.96,81.39
2022-10-14,2022,10,14,5.73,27.33,80.99
2022-10-15,2022,10,15,5.67,27.41,80.9
2022-10-16,2022,10,16,3.56,27.87,81.98
2022-10-17,2022,10,17,20.14,27.18,86.15
2022-10-18,2022,10,18,4.52,27.24,85.62
2022-10-19,2022,10,19,7.09,27.6,83.57
2022-10-20,2022,10,20,12.49,27.01,87.34
2022-10-21,2022,10,21,6.31,27.22,82.97
2022-10-22,2022,10,22,8.56,27.39,82.55
2022-10-23,2022,10,23,4.0,27.51,84.76
2022-10-24,2022,10,24,9.7,27.52,82.77
2022-10-25,2022,10,25,14.73,27.1,84.25
2022-10-26,2022,10,26,16.23,26.88,86.66
2022-10-27,2022,10,27,2.12,27.15,82.38
2022-10-28,2022,10,28,1.35,27.41,78.43
2022-10-29,2022,10,29,3.41,27.64,77.51
2022-10-30,2022,10,30,2.49,27.6,77.44
2022-10-31,2022,10,31,1.72,27.13,82.1
2022-11-01,2022,11,01,1.87,27.51,82.2
2022-11-02,2022,11,02,4.64,27.88,81.24
2022-11-03,2022,11,03,5.77,27.43,84.06
2022-11-04,2022,11,04,13.57,27.55,83.77
2022-11-05,2022,11,05,8.81,27.12,84.17
2022-11-06,2022,11,06,4.48,27.43,82.64
2022-11-07,2022,11,07,6.51,27.08,83.86
2022-11-08,2022,11,08,4.2,26.61,83.33
2022-11-09,2022,11,09,6.49,27.24,81.52
2022-11-10,2022,11,10,6.6,27.22,83.96
2022-11-11,2022,11,11,3.67,27.36,84.55
2022-11-12,2022,11,12,6.6,27.21,83.74
2022-11-13,2022,11,13,17.85,26.65,88.08
2022-11-14,2022,11,14,4.15,27.46,84.94
2022-11-15,2022,11,15,6.97,26.88,87.17
2022-11-16,2022,11,16,8.36,26.95,84.26
2022-11-17,2022,11,17,17.19,26.71,84.45
2022-11-18,2022,11,18,4.64,26.99,85.25
2022-11-19,2022,11,19,2.6,27.02,85.72
2022-11-20,2022,11,20,0.64,27.3,83.71
2022-11-21,2022,11,21,0.49,27.44,81.95
2022-11-22,2022,11,22,1.63,27.6,82.29
2022-11-23,2022,11,23,4.14,27.33,84.22
2022-11-24,2022,11,24,2.06,27.22,82.53
2022-11-25,2022,11,25,5.73,26.99,82.02
2022-11-26,2022,11,26,6.31,27.06,83.12
2022-11-27,2022,11,27,9.51,27.29,79.25
2022-11-28,2022,11,28,24.33,27.25,83.57
2022-11-29,2022,11,29,6.42,27.25,76.31
2022-11-30,2022,11,30,18.54,27.55,78.54
2022-12-01,2022,12,01,22.38,27.32,79.32
2022-12-02,2022,12,02,6.72,27.86,79.43
2022-12-03,2022,12,03,6.4,27.05,82.48
2022-12-04,2022,12,04,7.38,27.03,84.84
2022-12-05,2022,12,05,5.15,27.09,84.79
2022-12-06,2022,12,06,3.63,27.28,81.72
2022-12-07,2022,12,07,3.12,27.5,80.47
2022-12-08,2022,12,08,5.59,27.72,82.76
2022-12-09,2022,12,09,5.88,27.26,82.58
2022-12-10,2022,12,10,2.71,27.39,82.27
2022-12-11,2022,12,11,9.32,27.39,82.92
2022-12-12,2022,12,12,5.28,27.59,82.65
2022-12-13,2022,12,13,3.76,27.38,84.93
2022-12-14,2022,12,14,1.97,27.06,86.05
2022-12-15,2022,12,15,3.68,27.2,84.03
2022-12-16,2022,12,16,12.69,27.11,83.34
2022-12-17,2022,12,17,5.12,27.16,83.52
2022-12-18,2022,12,18,1.35,27.48,81.15
2022-12-19,2022,12,19,0.91,27.53,80.3
2022-12-20,2022,12,20,2.21,27.61,82.15
2022-12-21,2022,12,21,7.35,26.95,88.04
2022-12-22,2022,12,22,9.04,26.41,88.52
2022-12-23,2022,12,23,12.21,26.16,89.23
2022-12-24,2022,12,24,6.83,26.8,84.72
2022-12-25,2022,12,25,10.09,26.59,84.48
2022-12-26,2022,12,26,7.29,26.81,83.67
2022-12-27,2022,12,27,10.09,26.35,85.24
2022-12-28,2022,12,28,9.97,26.66,85.37
2022-12-29,2022,12,29,17.37,26.53,86.52
2022-12-30,2022,12,30,16.14,26.76,88.03
2022-12-31,2022,12,31,12.76,26.56,88.79
2023-01-01,2023,01,01,18.86,26.22,88.52
2023-01-02,2023,01,02,10.95,26.64,87.11
2023-01-03,2023,01,03,6.11,26.26,87.06
2023-01-04,2023,01,04,9.73,26.17,88.44
2023-01-05,2023,01,05,3.32,26.56,85.08
2023-01-06,2023,01,06,2.06,26.98,84.55
2023-01-07,2023,01,07,1.72,26.99,85.49
2023-01-08,2023,01,08,3.78,26.79,85.56
2023-01-09,2023,01,09,1.94,27.23,82.87
2023-01-10,2023,01,10,2.23,27.26,83.02
2023-01-11,2023,01,11,2.3,27.71,80.42
2023-01-12,2023,01,12,3.99,27.39,80.59
2023-01-13,2023,01,13,5.2,27.57,82.48
2023-01-14,2023,01,14,7.84,27.17,83.41
2023-01-15,2023,01,15,1.12,27.65,81.8
2023-01-16,2023,01,16,1.01,27.09,84.68
2023-01-17,2023,01,17,7.74,26.59,86.16
2023-01-18,2023,01,18,5.52,26.35,85.99
2023-01-19,2023,01,19,4.87,25.86,90.27
2023-01-20,2023,01,20,2.15,26.88,83.36
2023-01-21,2023,01,21,3.93,26.91,85.05
2023-01-22,2023,01,22,5.29,26.92,85.59
2023-01-23,2023,01,23,4.68,26.85,85.7
2023-01-24,2023,01,24,3.0,26.73,87.04
2023-01-25,2023,01,25,5.74,25.97,89.25
2023-01-26,2023,01,26,3.67,25.99,88.66
2023-01-27,2023,01,27,12.0,26.18,88.61
2023-01-28,2023,01,28,14.01,26.48,87.21
2023-01-29,2023,01,29,4.56,26.67,87.26
2023-01-30,2023,01,30,2.14,26.84,86.85
2023-01-31,2023,01,31,8.1,26.54,88.39
2023-02-01,2023,02,01,5.0,26.44,87.25
2023-02-02,2023,02,02,9.42,26.02,88.92
2023-02-03,2023,02,03,2.97,26.29,83.86
2023-02-04,2023,02,04,1.67,26.6,85.46
2023-02-05,2023,02,05,1.17,26.96,85.09
2023-02-06,2023,02,06,2.27,27.24,83.25
2023-02-07,2023,02,07,4.93,26.26,86.86
2023-02-08,2023,02,08,6.2,26.35,84.98
2023-02-09,2023,02,09,3.69,26.92,84.17
2023-02-10,2023,02,10,9.7,26.81,84.9
2023-02-11,2023,02,11,35.53,26.0,89.85
2023-02-12,2023,02,12,59.19,25.99,86.99
2023-02-13,2023,02,13,6.63,26.58,84.15
2023-02-14,2023,02,14,6.41,26.73,86.85
2023-02-15,2023,02,15,13.1,26.54,86.61
2023-02-16,2023,02,16,10.21,26.74,84.3
2023-02-17,2023,02,17,5.86,26.5,86.2
2023-02-18,2023,02,18,23.92,26.38,88.34
2023-02-19,2023,02,19,7.1,26.6,87.81
2023-02-20,2023,02,20,4.71,27.01,84.85
2023-02-21,2023,02,21,6.27,26.32,88.26
2023-02-22,2023,02,22,10.52,25.87,88.6
2023-02-23,2023,02,23,27.0,26.41,89.03
2023-02-24,2023,02,24,47.27,26.47,89.77
2023-02-25,2023,02,25,35.02,25.48,87.55
2023-02-26,2023,02,26,60.93,26.28,85.96
2023-02-27,2023,02,27,23.62,26.25,89.69
2023-02-28,2023,02,28,11.69,26.34,86.66
2023-03-01,2023,03,01,22.29,26.26,89.1
2023-03-02,2023,03,02,13.3,25.9,89.58
2023-03-03,2023,03,03,6.67,26.45,86.53
2023-03-04,2023,03,04,13.82,26.49,87.13
2023-03-05,2023,03,05,11.91,26.31,88.09
2023-03-06,2023,03,06,3.88,26.64,86.48
2023-03-07,2023,03,07,4.33,27.01,84.35
2023-03-08,2023,03,08,9.25,26.58,83.6
2023-03-09,2023,03,09,11.22,26.46,85.31
2023-03-10,2023,03,10,10.12,27.39,82.35
2023-03-11,2023,03,11,10.16,27.49,85.73
2023-03-12,2023,03,12,7.94,27.57,83.54
2023-03-13,2023,03,13,1.96,27.22,83.93
2023-03-14,2023,03,14,12.08,26.66,86.75
2023-03-15,2023,03,15,19.5,26.5,88.72
2023-03-16,2023,03,16,0.68,27.28,81.84
2023-03-17,2023,03,17,3.16,27.5,82.19
2023-03-18,2023,03,18,2.77,27.37,82.88
2023-03-19,2023,03,19,2.0,27.17,84.91
2023-03-20,2023,03,20,5.05,27.6,80.6
2023-03-21,2023,03,21,0.39,27.01,83.33
2023-03-22,2023,03,22,1.88,27.68,81.86
2023-03-23,2023,03,23,0.21,27.98,80.71
2023-03-24,2023,03,24,0.52,27.93,79.08
2023-03-25,2023,03,25,12.53,27.93,83.02
2023-03-26,2023,03,26,11.63,27.77,83.02
2023-03-27,2023,03,27,3.68,27.56,84.3
2023-03-28,2023,03,28,4.3,27.34,84.43
2023-03-29,2023,03,29,10.97,27.66,82.0
2023-03-30,2023,03,30,5.6,27.18,82.84
2023-03-31,2023,03,31,7.29,26.81,86.9
2023-04-01,2023,04,01,7.53,26.72,87.55
2023-04-02,2023,04,02,5.96,27.21,84.56
2023-04-03,2023,04,03,3.14,27.16,82.07
2023-04-04,2023,04,04,1.18,26.93,82.18
2023-04-05,2023,04,05,1.06,27.74,78.87
2023-04-06,2023,04,06,0.55,27.3,78.48
2023-04-07,2023,04,07,1.3,27.3,75.55
2023-04-08,2023,04,08,2.22,27.74,78.63
2023-04-09,2023,04,09,5.69,27.27,83.49
2023-04-10,2023,04,10,9.54,27.0,88.17
2023-04-11,2023,04,11,2.05,27.62,84.78
2023-04-12,2023,04,12,2.8,27.88,86.5
2023-04-13,2023,04,13,1.49,27.73,86.21
2023-04-14,2023,04,14,6.38,28.03,83.22
2023-04-15,2023,04,15,6.23,27.6,84.82
2023-04-16,2023,04,16,5.01,27.75,82.71
2023-04-17,2023,04,17,2.59,28.03,80.39
2023-04-18,2023,04,18,4.08,27.85,85.97
2023-04-19,2023,04,19,4.08,27.68,87.63
2023-04-20,2023,04,20,11.19,27.89,86.47
2023-04-21,2023,04,21,2.02,27.65,85.99
2023-04-22,2023,04,22,3.73,28.14,84.78
2023-04-23,2023,04,23,4.29,27.89,88.17
2023-04-24,2023,04,24,2.03,28.16,85.13
2023-04-25,2023,04,25,1.76,27.91,83.53
2023-04-26,2023,04,26,0.53,28.19,79.2
2023-04-27,2023,04,27,3.14,28.3,81.08
2023-04-28,2023,04,28,10.18,28.51,79.13
2023-04-29,2023,04,29,0.57,28.04,78.7
2023-04-30,2023,04,30,2.33,28.58,76.58
2023-05-01,2023,05,01,73.88,28.72,78.78
2023-05-02,2023,05,02,4.07,28.57,80.57
2023-05-03,2023,05,03,9.39,28.33,86.06
2023-05-04,2023,05,04,6.36,28.3,83.11
2023-05-05,2023,05,05,7.46,28.68,81.65
2023-05-06,2023,05,06,4.4,27.73,83.76
2023-05-07,2023,05,07,7.45,28.07,81.46
2023-05-08,2023,05,08,6.32,28.0,83.06
2023-05-09,2023,05,09,1.25,28.47,80.56
2023-05-10,2023,05,10,1.4,28.6,84.71
2023-05-11,2023,05,11,3.91,28.29,87.65
2023-05-12,2023,05,12,3.19,28.58,85.41
2023-05-13,2023,05,13,13.14,28.58,84.68
2023-05-14,2023,05,14,5.33,28.25,76.38
2023-05-15,2023,05,15,0.14,28.06,74.79
2023-05-16,2023,05,16,0.48,28.05,79.86
2023-05-17,2023,05,17,0.21,28.02,80.79
2023-05-18,2023,05,18,0.26,28.0,80.07
2023-05-19,2023,05,19,0.26,27.84,81.57
2023-05-20,2023,05,20,0.37,28.05,84.3
2023-05-21,2023,05,21,1.78,28.56,78.7
2023-05-22,2023,05,22,1.12,28.31,79.2
2023-05-23,2023,05,23,1.87,27.86,80.17
2023-05-24,2023,05,24,2.56,28.1,80.33
2023-05-25,2023,05,25,4.73,28.3,78.21
2023-05-26,2023,05,26,1.41,28.05,80.1
2023-05-27,2023,05,27,2.3,27.83,80.33
2023-05-28,2023,05,28,2.26,28.23,79.28
2023-05-29,2023,05,29,2.78,28.19,81.09
2023-05-30,2023,05,30,1.94,28.22,80.07
2023-05-31,2023,05,31,0.44,28.31,78.7
2023-06-01,2023,06,01,0.03,28.1,78.58
2023-06-02,2023,06,02,0.08,28.11,83.03
2023-06-03,2023,06,03,0.57,28.21,84.47
2023-06-04,2023,06,04,2.04,28.32,82.72
2023-06-05,2023,06,05,4.16,27.68,86.05
2023-06-06,2023,06,06,3.65,27.55,83.71
2023-06-07,2023,06,07,2.22,27.66,83.9
2023-06-08,2023,06,08,1.42,27.65,86.83
2023-06-09,2023,06,09,0.82,28.03,83.15
2023-06-10,2023,06,10,0.73,28.15,79.59
2023-06-11,2023,06,11,0.04,27.85,78.99
2023-06-12,2023,06,12,1.75,27.58,84.18
2023-06-13,2023,06,13,5.05,27.95,87.73
2023-06-14,2023,06,14,7.16,27.48,86.94
2023-06-15,2023,06,15,6.0,27.25,86.24
2023-06-16,2023,06,16,13.87,26.88,85.24
2023-06-17,2023,06,17,5.11,27.67,81.68
2023-06-18,2023,06,18,4.38,27.61,85.51
2023-06-19,2023,06,19,8.94,27.66,83.64
2023-06-20,2023,06,20,1.69,27.38,82.22
2023-06-21,2023,06,21,1.61,28.11,80.39
2023-06-22,2023,06,22,1.82,28.08,83.3
2023-06-23,2023,06,23,1.43,27.95,81.95
2023-06-24,2023,06,24,3.28,27.69,84.31
2023-06-25,2023,06,25,13.6,27.3,85.8
2023-06-26,2023,06,26,3.47,27.56,81.85
2023-06-27,2023,06,27,4.76,27.7,80.9
2023-06-28,2023,06,28,3.86,28.03,79.66
2023-06-29,2023,06,29,2.22,28.21,78.88
2023-06-30,2023,06,30,1.38,28.29,75.93
2023-07-01,2023,07,01,0.04,28.31,74.98
2023-07-02,2023,07,02,0.33,28.09,78.89
2023-07-03,2023,07,03,0.21,27.75,81.87
2023-07-04,2023,07,04,0.11,27.91,79.9
2023-07-05,2023,07,05,1.02,27.84,79.55
2023-07-06,2023,07,06,2.82,27.56,81.54
2023-07-07,2023,07,07,8.89,26.94,87.49
2023-07-08,2023,07,08,9.73,27.2,86.15
2023-07-09,2023,07,09,2.16,27.33,84.87
2023-07-10,2023,07,10,1.72,27.76,83.39
2023-07-11,2023,07,11,0.84,27.45,83.52
2023-07-12,2023,07,12,0.61,27.8,76.75
2023-07-13,2023,07,13,0.06,27.51,75.26
2023-07-14,2023,07,14,1.88,27.91,78.14
2023-07-15,2023,07,15,0.93,27.57,79.61
2023-07-16,2023,07,16,0.34,28.09,77.24
2023-07-17,2023,07,17,0.03,27.31,80.09
2023-07-18,2023,07,18,0.02,26.67,80.87
2023-07-19,2023,07,19,0.01,26.74,78.33
2023-07-20,2023,07,20,0.0,26.82,72.15
2023-07-21,2023,07,21,0.01,27.1,75.62
2023-07-22,2023,07,22,0.14,27.25,78.78
2023-07-23,2023,07,23,0.26,27.16,82.04
2023-07-24,2023,07,24,1.64,27.33,80.85
2023-07-25,2023,07,25,2.56,27.34,81.7
2023-07-26,2023,07,26,1.44,27.7,78.08
2023-07-27,2023,07,27,0.35,27.5,75.98
2023-07-28,2023,07,28,0.28,27.43,73.85
2023-07-29,2023,07,29,0.02,26.59,77.58
2023-07-30,2023,07,30,0.05,26.42,76.66
2023-07-31,2023,07,31,0.09,26.13,79.43
2023-08-01,2023,08,01,0.13,26.74,82.87
2023-08-02,2023,08,02,3.58,27.37,81.23
2023-08-03,2023,08,03,7.48,27.68,83.08
2023-08-04,2023,08,04,1.05,27.78,81.35
2023-08-05,2023,08,05,0.1,27.06,80.81
2023-08-06,2023,08,06,0.16,27.47,77.85
2023-08-07,2023,08,07,0.22,27.48,79.95
2023-08-08,2023,08,08,0.64,27.32,83.52
2023-08-09,2023,08,09,0.09,26.99,81.89
2023-08-10,2023,08,10,0.0,26.7,78.46
2023-08-11,2023,08,11,0.0,26.83,78.26
2023-08-12,2023,08,12,0.04,26.15,75.35
2023-08-13,2023,08,13,0.04,26.54,75.6
2023-08-14,2023,08,14,0.0,27.02,75.49
2023-08-15,2023,08,15,0.0,27.06,76.09
2023-08-16,2023,08,16,0.0,27.33,74.56
2023-08-17,2023,08,17,0.0,26.91,75.64
2023-08-18,2023,08,18,0.0,26.99,75.23
2023-08-19,2023,08,19,0.0,26.86,80.0
2023-08-20,2023,08,20,0.0,27.22,79.94
2023-08-21,2023,08,21,0.0,26.98,77.24
2023-08-22,2023,08,22,0.0,26.88,79.99
2023-08-23,2023,08,23,0.0,27.15,77.87
2023-08-24,2023,08,24,0.01,27.19,79.59
2023-08-25,2023,08,25,0.21,27.34,80.1
2023-08-26,2023,08,26,0.81,27.5,78.11
2023-08-27,2023,08,27,2.34,27.58,78.46
2023-08-28,2023,08,28,0.58,27.25,77.08
2023-08-29,2023,08,29,0.01,27.24,75.14
2023-08-30,2023,08,30,0.0,26.99,78.06
2023-08-31,2023,08,31,0.0,27.04,73.39
2023-09-01,2023,09,01,0.0,27.16,71.54
2023-09-02,2023,09,02,0.0,27.0,74.47
2023-09-03,2023,09,03,0.0,27.41,72.84
2023-09-04,2023,09,04,0.0,26.07,72.5
2023-09-05,2023,09,05,0.0,26.34,74.56
2023-09-06,2023,09,06,0.0,27.03,73.96
2023-09-07,2023,09,07,0.0,27.74,73.62
2023-09-08,2023,09,08,0.0,27.89,76.19
2023-09-09,2023,09,09,0.0,27.78,74.0
2023-09-10,2023,09,10,0.0,27.29,74.57
2023-09-11,2023,09,11,0.0,27.67,71.05
2023-09-12,2023,09,12,0.0,27.91,77.01
2023-09-13,2023,09,13,0.07,27.86,76.84
2023-09-14,2023,09,14,0.13,27.62,73.86
2023-09-15,2023,09,15,0.01,27.68,71.69
2023-09-16,2023,09,16,0.58,27.58,78.17
2023-09-17,2023,09,17,0.19,27.85,77.52
2023-09-18,2023,09,18,0.28,28.0,76.57
2023-09-19,2023,09,19,0.17,28.23,76.2
2023-09-20,2023,09,20,0.08,28.3,75.12
2023-09-21,2023,09,21,0.07,28.59,73.43
2023-09-22,2023,09,22,0.04,28.8,69.49
2023-09-23,2023,09,23,0.06,28.2,70.5
2023-09-24,2023,09,24,0.0,28.38,69.41
2023-09-25,2023,09,25,0.0,28.5,69.47
2023-09-26,2023,09,26,0.0,28.43,66.8
2023-09-27,2023,09,27,0.0,28.19,67.7
2023-09-28,2023,09,28,0.0,28.03,70.3
2023-09-29,2023,09,29,0.04,28.56,71.33
2023-09-30,2023,09,30,0.44,28.74,70.27
2023-10-01,2023,10,01,0.12,28.74,71.39
2023-10-02,2023,10,02,0.08,28.87,67.81
2023-10-03,2023,10,03,0.3,28.36,71.37
2023-10-04,2023,10,04,0.03,28.95,70.73
2023-10-05,2023,10,05,0.26,28.95,74.89
2023-10-06,2023,10,06,0.14,29.25,73.61
2023-10-07,2023,10,07,0.31,29.3,73.4
2023-10-08,2023,10,08,0.26,29.42,72.08
2023-10-09,2023,10,09,0.7,29.26,73.19
2023-10-10,2023,10,10,0.88,29.14,74.51
2023-10-11,2023,10,11,0.63,29.47,69.31
2023-10-12,2023,10,12,0.12,29.45,69.05
2023-10-13,2023,10,13,0.16,29.57,69.36
2023-10-14,2023,10,14,0.21,29.71,68.84
2023-10-15,2023,10,15,0.52,29.76,70.21
2023-10-16,2023,10,16,0.08,29.82,71.09
2023-10-17,2023,10,17,0.03,29.9,69.79
2023-10-18,2023,10,18,0.16,29.72,70.18
2023-10-19,2023,10,19,1.33,29.17,74.65
2023-10-20,2023,10,20,5.69,28.81,77.12
2023-10-21,2023,10,21,3.16,29.21,75.74
2023-10-22,2023,10,22,2.58,29.06,74.06
2023-10-23,2023,10,23,1.59,29.17,73.51
2023-10-24,2023,10,24,3.69,29.36,71.72
2023-10-25,2023,10,25,3.64,28.84,77.57
2023-10-26,2023,10,26,3.28,29.41,73.03
2023-10-27,2023,10,27,0.3,29.42,71.5
2023-10-28,2023,10,28,0.06,29.35,70.09
2023-10-29,2023,10,29,0.31,29.58,69.49
2023-10-30,2023,10,30,0.79,29.85,67.77
2023-10-31,2023,10,31,3.09,29.97,70.0
2023-11-01,2023,11,01,5.48,29.59,74.55
2023-11-02,2023,11,02,4.24,29.73,74.41
2023-11-03,2023,11,03,3.97,29.43,76.01
2023-11-04,2023,11,04,10.2,28.87,78.75
2023-11-05,2023,11,05,6.26,29.15,75.92
2023-11-06,2023,11,06,2.93,29.34,74.12
2023-11-07,2023,11,07,0.46,29.1,74.48
2023-11-08,2023,11,08,0.16,29.81,70.89
2023-11-09,2023,11,09,0.74,29.84,73.14
2023-11-10,2023,11,10,5.71,29.57,75.89
2023-11-11,2023,11,11,6.47,29.05,80.04
2023-11-12,2023,11,12,5.42,29.31,76.11
2023-11-13,2023,11,13,2.78,29.37,77.46
2023-11-14,2023,11,14,9.68,29.24,79.62
2023-11-15,2023,11,15,3.47,28.93,77.16
2023-11-16,2023,11,16,3.38,29.38,75.7
2023-11-17,2023,11,17,5.43,29.23,77.7
2023-11-18,2023,11,18,2.85,29.36,75.12
2023-11-19,2023,11,19,1.63,29.98,73.29
2023-11-20,2023,11,20,2.15,29.81,73.29
2023-11-21,2023,11,21,4.27,29.69,74.38
2023-11-22,2023,11,22,3.46,30.04,74.09
2023-11-23,2023,11,23,7.64,28.97,79.75
2023-11-24,2023,11,24,7.32,28.66,81.36
2023-11-25,2023,11,25,10.82,28.28,79.77
2023-11-26,2023,11,26,8.65,28.59,77.45
2023-11-27,2023,11,27,10.25,27.87,80.64
2023-11-28,2023,11,28,9.3,28.04,79.97
2023-11-29,2023,11,29,10.51,29.14,77.38
2023-11-30,2023,11,30,10.96,28.63,81.87
2023-12-01,2023,12,01,12.92,28.31,80.48
2023-12-02,2023,12,02,4.9,28.14,81.1
2023-12-03,2023,12,03,7.6,28.77,76.42
2023-12-04,2023,12,04,9.59,28.07,77.67
2023-12-05,2023,12,05,2.38,28.58,75.15
2023-12-06,2023,12,06,7.99,28.66,79.22
2023-12-07,2023,12,07,4.39,28.44,81.41
2023-12-08,2023,12,08,1.78,28.98,78.75
2023-12-09,2023,12,09,2.21,28.81,79.4
2023-12-10,2023,12,10,8.74,28.03,83.89
2023-12-11,2023,12,11,1.31,28.32,81.22
2023-12-12,2023,12,12,1.59,28.8,79.49
2023-12-13,2023,12,13,3.18,28.78,76.27
2023-12-14,2023,12,14,3.05,29.18,77.42
2023-12-15,2023,12,15,3.46,28.77,76.46
2023-12-16,2023,12,16,1.31,28.83,77.16
2023-12-17,2023,12,17,0.79,29.13,74.39
2023-12-18,2023,12,18,1.47,29.09,75.2
2023-12-19,2023,12,19,3.7,29.23,73.76
2023-12-20,2023,12,20,1.05,28.83,72.01
2023-12-21,2023,12,21,0.08,28.68,70.48
2023-12-22,2023,12,22,0.07,29.16,71.17
2023-12-23,2023,12,23,2.42,29.77,73.07
2023-12-24,2023,12,24,5.56,29.43,78.49
2023-12-25,2023,12,25,8.63,28.8,77.84
2023-12-26,2023,12,26,3.03,28.39,79.57
2023-12-27,2023,12,27,6.91,28.61,79.11
2023-12-28,2023,12,28,3.0,28.43,81.89
2023-12-29,2023,12,29,5.83,28.54,81.4
2023-12-30,2023,12,30,1.64,29.57,74.22
2023-12-31,2023,12,31,7.7,28.8,79.52
